Index,Service Time (ms),Inference Time (ms),Prepocess Time (ms),Cost ,Inference Time Per Frame,Service Time Per-frame (ms),Cost Per-Frame,latency_per_frame_avg,latency_per_frame_std,cost_per_frame_avg,cost_per_frame_std,latency_avg,latency_std
1,35.46786,22.06825,13.39961,0.0002094306374424,22.06825,35.46786,0.0002094306,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
2,27.58074,17.74706,9.83367,0.0001628587417423,17.74706,27.58074,0.0001628587,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
3,26.09144,17.51453,8.57691,0.0001540647585313,17.51453,26.09144,0.0001540648,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
4,26.06272,17.27985,8.78287,0.0001538951608656,17.27985,26.06272,0.0001538952,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
5,25.50833,17.35928,8.14905,0.0001506215928886,17.35928,25.50833,0.0001506216,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
6,27.14429,17.51074,9.63355,0.0001602815740684,17.51074,27.14429,0.0001602816,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
7,25.03223,17.34192,7.69031,0.0001478103235132,17.34192,25.03223,0.0001478103,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
8,26.61988,17.32017,9.29971,0.0001571850615192,17.32017,26.61988,0.0001571851,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
9,27.11393,17.22148,9.89244,0.0001601023102452,17.22148,27.11393,0.0001601023,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
10,24.90316,17.30136,7.6018,0.0001470482086917,17.30136,24.90316,0.0001470482,17.515288799999997,0.8013933417882633,0.00015870010000000002,9.595823774080055e-06,26.8764552,1.6250900141139752
