Index,Service Time (ms),Inference Time (ms),Prepocess Time (ms),Cost ,Inference Time Per Frame,Service Time Per-frame (ms),Cost Per-Frame,latency_per_frame_avg,latency_per_frame_std,cost_per_frame_avg,cost_per_frame_std,latency_avg,latency_std
1,129.96172,72.66723,57.2945,0.0007673979760653,10.38103,18.56596,0.0001096283,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
2,116.33311,59.0174,57.31571,0.0006869237302132,8.43106,16.61902,9.8132e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
3,116.06435,59.21473,56.84962,0.00068533678569,8.45925,16.58062,9.79053e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
4,116.66073,59.21502,57.44571,0.0006888582785042,8.45929,16.66582,9.84083e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
5,113.62317,58.46249,55.16068,0.0006709220942158,8.35178,16.23188,9.5846e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
6,113.49236,58.66818,54.82418,0.000670149687328,8.38117,16.21319,9.57357e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
7,113.48886,58.17221,55.31664,0.0006701289969088,8.31032,16.21269,9.57327e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
8,119.44349,63.53375,55.90975,0.0007052899256566,9.07625,17.06336,0.0001007557,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
9,113.66715,58.7562,54.91095,0.0006711817991292,8.39374,16.23816,9.58831e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
10,118.19618,58.40778,59.78841,0.0006979248331879,8.34397,16.88517,9.97035e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
11,111.87022,57.93646,53.93376,0.0006605712868655,8.27664,15.98146,9.43673e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
12,112.9216,57.79727,55.12434,0.0006667794932039,8.25675,16.13166,9.52542e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
13,112.84696,58.18371,54.66325,0.0006663387116935,8.31196,16.12099,9.51912e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
14,113.04178,57.97905,55.06274,0.0006674891202582,8.28272,16.14883,9.53556e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
15,113.38262,58.06469,55.31793,0.0006695017240999,8.29496,16.19752,9.56431e-05,8.4600464,0.36240802006445727,9.6665666e-05,2.5292419953503848e-06,114.59485559999999,2.9983524277670646
