Index,Service Time (ms),Inference Time (ms),Prepocess Time (ms),Cost ,Inference Time Per Frame,Service Time Per-frame (ms),Cost Per-Frame,latency_per_frame_avg,latency_per_frame_std,cost_per_frame_avg,cost_per_frame_std,latency_avg,latency_std
1,186.43413,89.38347,97.05067,0.0011008562744433,7.44862,15.53618,9.1738e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
2,179.09491,82.97609,96.11881,0.0010575196068538,6.91467,14.92458,8.81266e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
3,179.42504,82.60674,96.8183,0.0010594689998113,6.8839,14.95209,8.82891e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
4,185.30774,83.47616,101.83158,0.0010942051313424,6.95635,15.44231,9.11838e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
5,184.40033,83.80161,100.59872,0.0010888470626793,6.98347,15.36669,9.07373e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
6,183.88391,83.49569,100.38822,0.0010857977058637,6.95797,15.32366,9.04831e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
7,183.69663,83.66523,100.03141,0.0010846918844428,6.9721,15.30805,9.0391e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
8,183.9295,83.67505,100.25445,0.0010860669293147,6.97292,15.32746,9.05056e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
9,184.10726,83.46713,100.64013,0.0010871165783717,6.95559,15.34227,9.0593e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
10,186.97433,87.09608,99.87826,0.0011040460414982,7.25801,15.58119,9.20038e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
11,183.79195,83.4098,100.38214,0.0010852547004552,6.95082,15.316,9.04379e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
12,186.14858,84.91124,101.23735,0.0010991701528989,7.07594,15.51238,9.15975e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
13,184.8984,83.71573,101.18267,0.0010917880841298,6.97631,15.4082,9.09823e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
14,183.57631,83.61505,99.96126,0.0010839813893827,6.96792,15.29803,9.03318e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
15,184.05432,83.75085,100.30347,0.0010868039487358,6.97924,15.33786,9.0567e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
16,182.97539,83.72985,99.24555,0.0010804330887768,6.97749,15.24795,9.00361e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
17,184.43489,83.55636,100.87853,0.0010890511384715,6.96303,15.36957,9.07543e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
18,178.23523,82.65755,95.57768,0.001052443374294,6.88813,14.85294,8.77036e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
19,184.182,87.49716,96.68484,0.0010875578617903,7.29143,15.3485,9.06298e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
20,182.35479,82.62562,99.72917,0.0010767685344681,6.88547,15.19623,8.97307e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
21,176.81108,82.63252,94.17855,0.0010440340592792,6.88604,14.73426,8.70028e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
22,177.83141,82.73901,95.0924,0.0010500589333873,6.89492,14.81928,8.75049e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
23,179.39215,82.57959,96.81256,0.001059274790939,6.88163,14.94935,8.82729e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
24,178.47787,82.81617,95.66171,0.0010538761562999,6.90135,14.87316,8.7823e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
25,181.04113,82.9381,98.10303,0.0010690116821377,6.91151,15.08676,8.90843e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
26,179.39986,82.90854,96.49132,0.0010593202756137,6.90904,14.94999,8.82767e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
27,179.02152,82.92521,96.09631,0.0010570862653905,6.91043,14.91846,8.80905e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
28,184.50846,87.95287,96.55559,0.0010894855487037,7.32941,15.37571,9.07905e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
29,188.43652,83.78182,104.6547,0.001112679975106,6.98182,15.70304,9.27233e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
30,184.39092,83.80696,100.58397,0.0010887915280346,6.98391,15.36591,9.07326e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
31,180.22712,82.88903,97.33809,0.0010642050922708,6.90742,15.01893,8.86838e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
32,182.14977,83.59749,98.55229,0.0010755579796103,6.96646,15.17915,8.96298e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
33,183.11423,84.20664,98.90759,0.0010812529112087,7.01722,15.25952,9.01044e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
34,182.88312,84.13983,98.74329,0.0010798882233566,7.01165,15.24026,8.99907e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
35,184.56499,85.00961,99.55538,0.0010898193765716,7.08413,15.38042,9.08183e-05,6.9870246,0.14470128588523326,8.957269400000001e-05,1.5596461556917317e-06,182.0336626,3.1695829150611035
