Index,Service Time (ms),Inference Time (ms),Prepocess Time (ms),Cost ,Inference Time Per Frame,Service Time Per-frame (ms),Cost Per-Frame,latency_per_frame_avg,latency_per_frame_std,cost_per_frame_avg,cost_per_frame_std,latency_avg,latency_std
1,106.3427,56.63387,49.70883,0.0006279323631506,9.43898,17.72378,0.0001046554,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
2,102.16431,54.27694,47.88737,0.0006032597940685,9.04616,17.02738,0.0001005433,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
3,103.39412,54.44579,48.94833,0.0006105215997764,9.0743,17.23235,0.0001017536,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
4,103.35179,54.62634,48.72545,0.0006102716673064,9.10439,17.2253,0.0001017119,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
5,103.12552,54.67887,48.44665,0.0006089355882105,9.11315,17.18759,0.0001014893,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
6,104.33199,54.41242,49.91957,0.0006160595463614,9.06874,17.38866,0.0001026766,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
7,103.20206,54.52889,48.67317,0.0006093875120781,9.08815,17.20034,0.0001015646,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
8,102.77919,53.94666,48.83253,0.000606890572922,8.99111,17.12986,0.0001011484,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
9,102.61111,53.92209,48.68901,0.0006058980528043,8.98702,17.10185,0.000100983,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
10,103.1013,54.22289,48.87841,0.000608792562145,9.03715,17.18355,0.0001014654,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
11,110.62086,60.50729,50.11357,0.0006531940600329,10.08455,18.43681,0.0001088657,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
12,102.50275,53.58639,48.91637,0.0006052582618195,8.93106,17.08379,0.0001008764,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
13,105.74455,58.22798,47.51657,0.0006244004365545,9.70466,17.62409,0.0001040667,9.0991646,0.34348472277648684,0.00010109355400000001,2.6880638665187994e-06,102.72342880000001,2.7313985883298972
