Index,Service Time (ms),Inference Time (ms),Prepocess Time (ms),Cost ,Inference Time Per Frame,Service Time Per-frame (ms),Cost Per-Frame,latency_per_frame_avg,latency_per_frame_std,cost_per_frame_avg,cost_per_frame_std,latency_avg,latency_std
1,239.20726,108.60567,130.60159,0.0014124710170388,6.78785,14.95045,8.82794e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
2,238.44576,107.03101,131.41475,0.0014079744941242,6.68944,14.90286,8.79984e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
3,244.72966,111.90461,132.82505,0.0014450797081772,6.99404,15.2956,9.03175e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
4,242.31551,107.5977,134.71781,0.0014308246057332,6.72486,15.14472,8.94265e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
5,235.97879,106.52953,129.44926,0.0013934075473824,6.6581,14.74867,8.7088e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
6,238.39095,106.40551,131.98545,0.0014076509110839,6.65034,14.89943,8.79782e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
7,237.28379,106.53867,130.74512,0.001401113299573,6.65867,14.83024,8.75696e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
8,237.32186,106.5122,130.80966,0.0014013381189283,6.65701,14.83262,8.75836e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
9,239.44042,107.10512,132.3353,0.0014138478097298,6.69407,14.96503,8.83655e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
10,244.40869,112.26757,132.14112,0.0014431844622356,7.01672,15.27554,9.0199e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
11,243.27099,110.52973,132.74127,0.0014364665653711,6.90811,15.20444,8.97792e-05,6.754862799999999,0.1255878461323388,8.8694252e-05,1.510916484818403e-06,240.33126520000002,4.09406876284131
