Timestamp,File Name,File Size(Byte),Prepocess Time(ms),Inference Time (ms),Transmission Time (ms),Latency (ms),Idle Cost (CNY),Trigger Cost(CNY)
254,131_0.jpg,7751,2.61241,13.05119,6.2008,21.86441,5.271672128e-06,7.156141702085733e-05
255,131_1.jpg,12303,2.8849,71.84726,9.8424,84.57456,8.367614784e-06,0.00033765345622673634
256,131_10.jpg,1303,1.99244,11.8168,1.0424,14.85165,8.86206784e-07,6.320789982154965e-05
257,131_2.jpg,13223,3.46466,40.48447,10.5784,54.52753,8.993332544e-06,0.00019898202190510926
258,131_3.jpg,86192,8.71739,54.84679,68.9536,132.51778,5.862159257600001e-05,0.00028734391355700795
259,131_4.jpg,70624,6.59403,17.57134,56.4992,80.66457,4.8033359872000003e-05,0.00010986016942635178
260,131_5.jpg,128357,9.75456,43.03566,102.6856,155.47582,8.729918969600002e-05,0.00023880936999917028
261,131_6.jpg,38534,8.86506,36.82132,30.8272,76.51359,2.6208052352e-05,0.00020680803611837327
262,131_7.jpg,72279,9.65451,37.11505,57.8232,104.59276,4.9158971712e-05,0.00021168753628283737
263,131_8.jpg,121366,9.38588,28.3062,97.0928,134.78488,8.254441484800002e-05,0.00017079529570490122
264,131_9.jpg,159634,12.2128,34.85207,127.7072,174.77207,0.00010857155315200001,0.0002130178227674216
265,132_0.jpg,4977,2.09304,11.7521,3.9816,17.82673,3.3849970560000005e-06,6.336956411264837e-05
266,132_1.jpg,11241,2.9584,14.56146,8.9928,26.51266,7.645318848000002e-06,7.992346980608999e-05
267,132_10.jpg,933,2.03372,41.86964,0.7464,44.64976,6.345594240000001e-07,0.00019877583789415656
268,132_2.jpg,12899,4.3568,16.42443,10.3192,31.10043,8.772971072e-06,9.46152941122651e-05
269,132_3.jpg,77399,7.28784,35.34331,61.9192,104.55035,5.2641227072000003e-05,0.00019304480972141027
270,132_4.jpg,62959,6.1253,18.93848,50.3672,75.43098,4.2820178752000005e-05,0.00011390732514932751
271,132_5.jpg,136215,10.99248,40.46663,108.972,160.43111,9.264363552000002e-05,0.00023281299817077815
272,132_6.jpg,33630,6.81898,36.85144,26.904,70.57443,2.2872704640000002e-05,0.00019772653559818861
273,132_7.jpg,34492,5.70768,38.24885,27.5936,71.55014,2.3458974976e-05,0.00019901540277972817
274,132_8.jpg,102613,8.69119,34.9243,82.0904,125.70589,6.9789974464e-05,0.00019747907912395893
275,132_9.jpg,165343,14.4492,48.13535,132.2744,194.85895,0.000112454403904,0.00028293088977113365
276,133_0.jpg,7029,3.19071,47.74069,5.6232,56.5546,4.780619712000001e-06,0.00023043576092422006
277,133_1.jpg,54714,7.23402,50.27848,43.7712,101.2837,3.7212523392000003e-05,0.00026008230935893953
278,133_2.jpg,8023,2.79626,35.12668,6.4184,44.34134,5.456666944000001e-06,0.00017183527367562053
279,133_3.jpg,98347,8.4773,42.24247,78.6776,129.39737,6.6888548416e-05,0.00022948240583017468
280,133_4.jpg,54899,6.71322,38.55696,43.9192,89.18939,3.7338347072e-05,0.00020493313771709798
281,133_5.jpg,135068,9.83873,27.78735,108.0544,145.68047,9.186352870400001e-05,0.00017049793049134313
282,133_6.jpg,41613,8.09326,47.30939,33.2904,88.69305,2.8302166464000002e-05,0.0002505778494741768
283,133_7.jpg,32677,6.00638,15.65304,26.1416,47.80102,2.2224542656000003e-05,9.857137771360576e-05
284,133_8.jpg,99474,8.19367,29.96659,79.5792,117.73946,6.765505267200001e-05,0.00017290432592034338
285,133_9.jpg,167238,14.92073,51.43587,133.7904,200.147,0.00011374324646400002,0.0002999232212521136
286,134_0.jpg,1159,1.90241,13.17327,0.9272,16.00289,7.882683520000001e-07,6.891296252794563e-05
287,134_1.jpg,85765,12.89096,39.81899,68.612,121.32196,5.833117792000001e-05,0.00023844781273230908
288,134_2.jpg,7230,4.23204,20.68768,5.784,30.70372,4.91732544e-06,0.00011325834162347017
289,134_3.jpg,88681,7.19563,17.08534,70.9448,95.22576,6.031443116800001e-05,0.00011038089051283895
290,134_4.jpg,40653,5.02361,24.13607,32.5224,61.68208,2.7649243584000002e-05,0.00013235852650403976
291,134_5.jpg,154550,11.08901,30.89353,123.64,165.62255,0.00010511378240000001,0.000190122968949005
292,134_6.jpg,39585,4.18496,15.49877,31.668,51.35173,2.6922866880000005e-05,8.96712809447199e-05
293,134_7.jpg,23843,4.42462,31.23912,19.0744,54.73813,1.6216291904e-05,0.00016165798977985977
294,134_8.jpg,115725,8.93382,32.40021,92.58,133.91403,7.87078128e-05,0.00018720154771879313
295,134_9.jpg,188566,14.70455,49.50744,150.8528,215.06478,0.000128249016448,0.000290262135777995
296,135_0.jpg,1768,1.91112,12.16128,1.4144,15.4868,1.202466304e-06,6.439332887530326e-05
297,135_1.jpg,130809,14.10402,36.84202,104.6472,155.59323,8.896686355200001e-05,0.00023050168988220392
298,135_10.jpg,6067,2.50262,39.09167,4.8536,46.44789,4.126336576e-06,0.00018837396676912903
299,135_2.jpg,7411,3.5718,17.27507,5.9288,26.77567,5.0404286080000005e-06,9.49110021341592e-05
300,135_3.jpg,74959,6.23214,42.23786,59.9672,108.43719,5.0981714752e-05,0.00021934762994945049
301,135_4.jpg,30563,5.639,41.2243,24.4504,71.3137,2.0786752064e-05,0.00021210979920737445
302,135_5.jpg,153429,13.98424,34.89464,122.7432,171.62208,0.000104351358912,0.0002211895607251674
303,135_6.jpg,35879,4.95108,19.42176,28.7032,53.07604,2.4402312512000003e-05,0.00011079475210495293
304,135_7.jpg,3613,2.23372,37.43348,2.8904,42.5576,2.4573024640000002e-06,0.0001796928038984537
305,135_8.jpg,126227,9.51938,27.77602,100.9816,138.277,8.585051705600001e-05,0.00016900833964049816
306,135_9.jpg,159442,13.70578,39.76464,127.5536,181.02402,0.000108440968576,0.0002418735425584018
307,136_0.jpg,126323,13.49699,45.85861,101.0584,160.414,8.591580934400002e-05,0.0002683850976139307
308,136_1.jpg,6095,3.23528,49.87422,4.876,57.9855,4.14538016e-06,0.0002402476760122925
309,136_2.jpg,54153,6.18391,49.80021,43.3224,99.30651,3.6830971584e-05,0.0002531972401816398
310,136_3.jpg,28573,4.12131,44.95053,22.8584,71.93024,1.9433297344000003e-05,0.00022205882068425416
311,136_4.jpg,157480,12.45669,32.39358,125.984,170.83427,0.00010710655744000002,0.0002030414828006178
312,136_5.jpg,39130,4.69714,100.15324,31.304,136.15439,2.6613408640000003e-05,0.00047333001796863976
313,136_6.jpg,125588,9.58345,27.60665,100.4704,137.6605,8.541591526400001e-05,0.00016853396747782825
314,136_7.jpg,161816,16.3027,121.87228,129.4528,267.62779,0.00011005559244800002,0.0006234506811331957
315,137_0.jpg,92209,15.8077,47.63125,73.7672,137.20616,6.271392275200001e-05,0.000286779805514589
316,137_1.jpg,60098,6.2419,17.86273,48.0784,72.18303,4.0874332544e-05,0.00010958653142154217
317,137_2.jpg,70691,7.35815,42.93536,56.5528,106.8463,4.8078928448e-05,0.00022756216750405728
318,137_3.jpg,169664,16.58067,85.37386,135.7312,237.68572,0.00011539323699200001,0.00046028473524786534
319,137_4.jpg,61288,7.09571,18.72063,49.0304,74.84673,4.1683684864000005e-05,0.00011729741276837884
320,137_5.jpg,117249,9.19335,30.73846,93.7992,133.73102,7.9744327872e-05,0.00018088484074175356
321,137_6.jpg,126092,17.25421,45.61823,100.8736,163.74604,8.5758699776e-05,0.0002842277618177235
322,138_0.jpg,127116,17.25604,57.44,101.6928,176.38884,8.645515084800001e-05,0.0003374907116144896
323,138_1.jpg,68585,12.66747,52.62966,54.868,120.16513,4.6646578880000006e-05,0.00029515049457587303
324,138_2.jpg,59438,7.17481,44.65708,47.5504,99.38228,4.0425448064000006e-05,0.00023449225775413213
325,138_3.jpg,132382,11.4772,30.75865,105.9056,148.14145,9.003670489600001e-05,0.00019126404819749294
326,138_4.jpg,81919,8.33478,24.60096,65.5352,98.47094,5.5715405632000005e-05,0.0001493689129833132
327,138_5.jpg,122896,10.77235,31.05968,98.3168,140.14883,8.3585010688e-05,0.00018944493841938672
328,138_6.jpg,133560,12.72224,56.47106,106.848,176.0413,9.083789568000001e-05,0.00031270198769681157
329,139_0.jpg,149850,18.76434,65.75126,119.88,204.39559,0.0001019171808,0.000381725847607851
330,139_1.jpg,120563,10.63881,31.53155,96.4504,138.62076,8.199827206400001e-05,0.00019096901563853025
331,139_2.jpg,33481,5.16631,49.97939,26.7848,81.9305,2.2771365568000004e-05,0.0002494203598327935
332,139_3.jpg,162855,13.60094,35.21537,130.284,179.10031,0.00011076224544000002,0.00022090769549794494
333,139_4.jpg,71989,7.48677,43.91058,57.5912,108.98854,4.896173459200001e-05,0.00023253475569039582
334,139_5.jpg,122963,11.2966,31.0349,98.3704,140.7019,8.3630579264e-05,0.00019169493690952656
335,139_6.jpg,98386,10.00459,49.86879,78.7088,138.58218,6.691507340800001e-05,0.0002707175969786942
336,140_0.jpg,1695,2.4838,20.29309,1.356,24.13288,1.1528169600000001e-06,0.00010360530716404318
337,140_1.jpg,88658,11.07381,33.41625,70.9264,115.41646,6.0298788224000004e-05,0.0002014188383385539
338,140_2.jpg,119616,10.3451,53.00494,95.6928,159.04284,8.135419084800001e-05,0.00028637925180085004
339,140_3.jpg,72757,8.64137,43.39651,58.2056,110.24348,4.948407289600001e-05,0.00023542025571800766
340,140_4.jpg,128083,12.21452,39.44546,102.4664,154.12638,8.711283462400001e-05,0.0002337178877506405
341,140_5.jpg,98335,9.34231,50.89501,78.668,138.90532,6.688038688000001e-05,0.0002723570755712688
342,140_6.jpg,118480,11.16399,34.44568,94.784,140.39368,8.058156544e-05,0.00020646246760450303
343,140_7.jpg,109552,10.89086,48.63453,87.6416,147.16699,7.450938265600001e-05,0.00026914997967071835
344,140_8.jpg,789,2.32912,20.46502,0.6312,23.42535,5.36620992e-07,0.00010368307770043611
345,141_0.jpg,3225,2.57815,14.31865,2.58,19.47679,2.1934128e-06,7.711667799167334e-05
346,141_1.jpg,12593,3.84565,28.23406,10.0744,42.1541,8.564851904000002e-06,0.00014551265105605123
347,141_2.jpg,86763,8.16557,50.42669,69.4104,128.00267,5.9009945664000005e-05,0.000264946439595148
348,141_3.jpg,67861,13.73653,48.02263,54.2888,116.04796,4.6154166208000006e-05,0.00027921265932321547
349,141_4.jpg,117330,10.55886,49.53932,93.864,153.96219,7.979941824e-05,0.0002717303172931075
350,141_5.jpg,109541,10.06476,28.54883,87.6328,126.24639,7.4501901248e-05,0.00017494651886895297
351,141_6.jpg,119692,10.85236,31.92878,95.7536,138.53474,8.1405880576e-05,0.00019372047613076864
352,141_7.jpg,130011,19.84459,47.56517,104.0088,171.41856,8.8424121408e-05,0.00030466749038137494
353,141_8.jpg,1265,2.54733,19.81927,1.012,23.3786,8.603619200000002e-07,0.00010175704969204961
354,142_0.jpg,3048,2.51976,17.93507,2.4384,22.89322,2.073030144e-06,9.314488682821392e-05
355,142_1.jpg,55713,8.98754,31.2033,44.5704,84.76125,3.789197126400001e-05,0.0001820517218351364
356,142_2.jpg,87704,6.4591,28.7369,70.1632,105.35919,5.9649946112e-05,0.000159550908337906
357,142_3.jpg,81056,12.23891,37.18303,64.8448,114.26674,5.5128455168e-05,0.0002236359553068876
358,142_4.jpg,91099,7.68289,36.90311,72.8792,117.4652,6.1958980672e-05,0.00020185099826343356
359,142_5.jpg,118308,8.75109,33.6377,94.6464,137.03518,8.046458342400001e-05,0.00019195297633558511
360,142_6.jpg,121867,9.19822,26.63378,97.4936,133.32559,8.288515897600001e-05,0.00016241596617214382
361,142_7.jpg,51884,6.52384,25.20464,41.5072,73.23568,3.5287761152000006e-05,0.0001439304525591433
362,142_8.jpg,15446,3.71505,39.64537,12.3568,55.71722,1.0505257088000001e-05,0.00019633000340126453
363,143_0.jpg,1912,2.38479,34.98421,1.5296,38.8986,1.3004047360000003e-06,0.0001693398828588426
364,143_1.jpg,36711,7.07238,48.47028,29.3688,84.91145,2.4968179008000004e-05,0.0002512085472535342
365,143_2.jpg,121511,9.91561,28.22067,97.2088,135.34508,8.2643033408e-05,0.00017279629170782862
366,143_3.jpg,92358,13.1486,33.19029,73.8864,120.22529,6.281526182400001e-05,0.00020974741375446318
367,143_4.jpg,74983,6.20096,34.6114,59.9864,100.79876,5.099803782400001e-05,0.00018485150729492307
368,143_5.jpg,137842,11.75087,51.33424,110.2736,173.35871,9.375020377600001e-05,0.00028518581788204613
369,143_6.jpg,134842,10.40062,24.18085,107.8736,142.45507,9.170981977600001e-05,0.0001567826200082898
370,143_7.jpg,47819,3.94302,16.45856,38.2552,58.65679,3.2523040832000006e-05,9.29050618264824e-05
371,143_8.jpg,14064,5.09844,33.23231,11.2512,49.58194,9.565320192e-06,0.00017367233985960483
372,144_0.jpg,12413,5.45037,23.35534,9.9304,38.73611,8.442428864000002e-06,0.0001307639724895358
373,144_1.jpg,105697,7.89578,18.49258,84.5576,110.94596,7.188748921600001e-05,0.00011987427867911755
374,144_2.jpg,139272,16.60095,38.85731,111.4176,166.87586,9.472278681600001e-05,0.0002508283790949732
375,144_3.jpg,81022,10.56968,17.22661,64.8176,92.61389,5.510533081600001e-05,0.0001262167308628559
376,144_4.jpg,105831,8.17215,26.86773,84.6648,119.70468,7.197862636800001e-05,0.00015884762975908816
377,144_5.jpg,146328,10.73311,31.91651,117.0624,159.71203,9.9521769984e-05,0.0001931280364040285
378,144_6.jpg,58342,4.78147,28.95891,46.6736,80.41398,3.9680027776000005e-05,0.0001529936631374061
379,144_7.jpg,13116,4.49089,31.74316,10.4928,46.72684,8.920558848e-06,0.00016422711303941905
380,145_0.jpg,9637,3.79187,14.33579,7.7096,25.83726,6.5543935360000006e-06,8.266147558018564e-05
381,145_1.jpg,5478,2.52315,29.49645,4.3824,36.402,3.725741184e-06,0.00014524190369695424
382,145_2.jpg,103187,7.54118,21.99925,82.5496,112.09004,7.018036793600001e-05,0.00013407375973276792
383,145_3.jpg,118163,10.28023,37.46558,94.5304,142.27621,8.036596486400001e-05,0.0002160853076122701
384,145_4.jpg,74199,7.0892,18.05627,59.3592,84.50467,5.046481747200001e-05,0.00011427529931403696
385,145_5.jpg,130914,12.66131,38.84127,104.7312,156.23378,8.903827699200001e-05,0.00023300882578268647
386,145_6.jpg,118888,9.45758,27.64281,95.1104,132.21078,8.0859057664e-05,0.00016812981409206984
387,145_7.jpg,57960,12.71224,39.63456,46.368,98.7148,3.9420218880000007e-05,0.0002368118750758469
388,145_8.jpg,16582,4.10607,39.98604,13.2656,57.35771,1.1277882496000002e-05,0.00019962615552321074
389,146_0.jpg,14683,2.94761,38.43154,11.7464,53.12555,9.986319424000002e-06,0.00018740479493439195
390,146_1.jpg,92648,10.98593,29.06382,74.1184,114.16815,6.3012498944e-05,0.00018141610072813926
391,146_2.jpg,114351,14.20526,32.39762,91.4808,138.08368,7.777331692800001e-05,0.000210936652251333
392,146_3.jpg,81991,6.74603,16.91468,65.5928,89.25351,5.576437484800001e-05,0.00010758677097037434
393,146_4.jpg,144397,10.73693,32.25644,115.5176,158.51097,9.8208442816e-05,0.00019467651209942996
394,146_5.jpg,120841,11.11073,30.77226,96.6728,138.5558,8.2187347648e-05,0.00018967452449388802
395,146_6.jpg,53014,6.24584,51.05031,42.4112,99.70735,3.6056305792000006e-05,0.00025910770445279776
396,146_7.jpg,19080,4.28306,23.2935,15.264,42.84056,1.2976842240000002e-05,0.00012522686510942877
397,147_0.jpg,16056,3.23567,14.67255,12.8448,30.75303,1.0920135168000001e-05,8.167297543659806e-05
398,147_1.jpg,105786,7.82385,19.1062,84.6288,111.55885,7.194802060800002e-05,0.0001223144934043288
399,147_2.jpg,119915,10.8544,40.8951,95.932,147.6815,8.155754912e-05,0.00023412113282755015
400,147_3.jpg,94154,9.09046,31.53404,75.3232,115.9477,6.403677171200002e-05,0.0001840052256617695
401,147_4.jpg,142853,11.44406,32.68395,114.2824,158.4104,9.715832518400001e-05,0.00019978781981430947
402,147_5.jpg,123800,12.13975,30.0403,99.04,141.22005,8.419984640000001e-05,0.00019101270676255224
403,147_6.jpg,57041,9.02296,15.56611,45.6328,70.22186,3.8795181248000004e-05,0.00011176881580166517
404,147_7.jpg,14922,7.57321,13.838,11.9376,33.3488,1.0148870016e-05,9.745319078490138e-05
405,148_0.jpg,24362,6.06487,15.57127,19.4896,41.12573,1.6569278336e-05,9.846646069958806e-05
406,148_1.jpg,107347,7.78224,18.96774,85.8776,112.62758,7.300970041600001e-05,0.0001215032959870994
407,148_2.jpg,128210,15.27102,31.61932,102.568,149.45834,8.719921088000002e-05,0.00021223159440383313
408,148_3.jpg,1158,1.82652,11.98042,0.9264,14.73334,7.87588224e-07,6.319751615226268e-05
409,148_4.jpg,88052,7.06636,35.01737,70.4416,112.52533,5.9886630656e-05,0.0001905787805650383
410,148_5.jpg,147299,12.29419,31.99413,117.8392,162.12752,0.00010018217427200001,0.0002005100407231599
411,148_6.jpg,151758,17.10707,30.59339,121.4064,169.10686,0.00010321486502400001,0.0002158810409091413
412,148_7.jpg,56164,4.92115,15.21689,44.9312,65.06923,3.8198708992e-05,9.171780776418745e-05
413,148_8.jpg,4007,2.06605,28.9251,3.2056,34.19674,2.7252728960000003e-06,0.00014060890974365174
414,149_0.jpg,28634,3.67403,27.80759,22.9072,54.38882,1.9474785152000002e-05,0.00014281838465332985
415,149_1.jpg,3204,1.96704,15.38539,2.5632,19.91563,2.179130112e-06,7.916921894848346e-05
416,149_2.jpg,128210,12.86028,26.72094,102.568,142.14921,8.719921088000002e-05,0.0001793054531775415
417,149_3.jpg,46384,8.74202,27.44658,37.1072,73.2958,3.1547057152000005e-05,0.000164022414207831
418,149_4.jpg,100450,8.80634,40.56492,80.36,129.73126,6.831885760000001e-05,0.00022340765722692011
419,149_5.jpg,187378,16.1632,53.76741,149.9024,219.83301,0.000127441024384,0.00031602338996566834
420,149_6.jpg,141118,10.16473,30.8359,112.8944,153.89503,9.597830310400001e-05,0.00018569965169541538
421,149_7.jpg,77484,6.18899,34.42518,61.9872,102.60138,5.269903795200001e-05,0.00018395875297300517
422,150_0.jpg,4343,2.37586,14.33619,3.4744,20.18644,2.9537959040000004e-06,7.628441536091267e-05
423,150_1.jpg,11658,3.88993,15.7596,9.3264,28.97593,7.928932224000001e-06,8.951721666045487e-05
424,150_2.jpg,112368,8.23146,26.20574,89.8944,124.3316,7.642462310400001e-05,0.00015613268412165344
425,150_3.jpg,38162,4.59614,40.51431,30.5296,75.64004,2.5955044736000004e-05,0.00020421352216526864
426,150_4.jpg,104214,9.82362,26.42189,83.3712,119.61672,7.087885939200001e-05,0.0001642788006376475
427,150_5.jpg,174496,14.05257,26.54361,139.5968,180.19298,0.00011867961548800001,0.00018387766805328428
428,150_6.jpg,157234,11.34055,38.15534,125.7872,175.28309,0.000106939245952,0.00022396906761303542
429,150_7.jpg,96200,9.08762,19.29206,76.96,105.33968,6.542831360000001e-05,0.00012884479560516774
430,151_0.jpg,2832,2.15407,12.57402,2.2656,16.99369,1.9261224960000004e-06,6.734709051549434e-05
431,151_1.jpg,14971,3.47768,17.11742,11.9768,32.5719,1.0182196288e-05,9.377681386619806e-05
432,151_2.jpg,121459,9.67746,26.80203,97.1672,133.64669,8.260766675200001e-05,0.00016533279761075972
433,151_3.jpg,30753,4.08441,16.03404,24.6024,44.72085,2.0915976384000003e-05,9.16295801386237e-05
434,151_4.jpg,29991,4.12196,15.67019,23.9928,43.78495,2.0397718848000004e-05,9.015969098918139e-05
435,151_5.jpg,232582,18.3466,38.17816,186.0656,242.59036,0.00015818553049600002,0.0002556327392525971
436,151_6.jpg,134044,10.35674,25.18836,107.2352,142.78031,9.116707763200001e-05,0.00016112359791100025
437,151_7.jpg,94754,10.88519,20.70994,75.8032,107.39833,6.444484851200001e-05,0.00014332972058095036
438,152_0.jpg,4279,3.44494,12.89778,3.4232,19.76592,2.910267712e-06,7.462068093642591e-05
439,152_1.jpg,979,1.76199,11.19118,0.7832,13.73637,6.65845312e-07,5.935145539343356e-05
440,152_2.jpg,20075,5.56413,36.82362,16.06,58.44774,1.3653569600000002e-05,0.00019194830053783951
441,152_3.jpg,134694,9.76484,28.38631,107.7552,145.90635,9.1609160832e-05,0.00017286330098696052
442,152_4.jpg,25659,3.59808,30.79577,20.5272,54.92105,1.7451404352e-05,0.00015593742918483912
443,152_5.jpg,20094,3.85681,31.81033,16.0752,51.74235,1.3666492032000002e-05,0.0001616733555126935
444,152_6.jpg,220891,19.93482,44.54635,176.7128,241.19397,0.000150234154048,0.0002914747616544366
445,152_7.jpg,162864,16.85661,40.75749,130.2912,187.9053,0.00011076836659200001,0.0002605400068171322
446,152_8.jpg,62240,5.81962,42.98254,49.792,98.59416,4.233116672000001e-05,0.00022084399221129715
447,153_0.jpg,4216,2.66483,15.25335,3.3728,21.29098,2.8674196480000004e-06,8.171779512912035e-05
448,153_1.jpg,4424,2.59388,16.00754,3.5392,22.14062,3.0088862720000003e-06,8.479566364325582e-05
449,153_2.jpg,21145,4.89367,18.20856,16.916,40.01823,1.4381306560000002e-05,0.00010507092537395655
450,153_3.jpg,120057,9.54451,28.05414,96.0456,133.64426,8.165412729600001e-05,0.00017037442146502433
451,153_4.jpg,17307,3.50998,31.66878,13.8456,49.02436,1.1770975296000001e-05,0.00015947328673899172
452,153_5.jpg,54420,6.34829,45.71599,43.536,95.60027,3.701256576e-05,0.00023553914138935505
453,153_6.jpg,223489,17.95074,41.99616,178.7912,238.7381,0.00015200112659200004,0.0002710488045632839
454,153_7.jpg,2777,2.35368,12.05695,2.2216,16.63223,1.888715456e-06,6.591702011562883e-05
455,153_8.jpg,90419,7.61653,22.92004,72.3352,102.87176,6.1496493632e-05,0.0001385611096136272
456,153_9.jpg,76332,6.65115,17.74567,61.0656,85.46242,5.1915530496e-05,0.00011090280939228832
457,154_0.jpg,3055,2.69684,12.99931,2.444,18.14014,2.0777910400000004e-06,7.170798198841511e-05
458,154_1.jpg,8842,3.80377,19.76949,7.0736,30.64687,6.013691776e-06,0.00010719284812100232
459,154_2.jpg,25375,5.62676,33.38151,20.3,59.30827,1.7258248e-05,0.0001767244589716196
460,154_3.jpg,121768,9.7596,28.39928,97.4144,135.57328,8.281782630400001e-05,0.00017289811879359185
461,154_4.jpg,14512,2.99512,16.80371,11.6096,31.40843,9.870017536000001e-06,9.018975118733942e-05
462,154_5.jpg,68394,6.66812,38.56411,54.7152,99.94743,4.651667443200001e-05,0.0002047621532961726
463,154_6.jpg,230507,19.75916,40.35758,184.4056,244.52235,0.000156774264896,0.00027181392156369984
464,154_7.jpg,145380,10.67522,31.6897,116.304,158.66893,9.887700864000002e-05,0.00019184551899358628
465,154_8.jpg,63218,5.98411,43.10859,50.5744,99.6671,4.2996331904000004e-05,0.0002221527981355786
466,155_0.jpg,1589,1.75344,11.24919,1.2712,14.27383,1.0807233920000002e-06,5.957425956837832e-05
467,155_1.jpg,11031,2.68351,15.66444,8.8248,27.17275,7.502491968000001e-06,8.365385439135134e-05
468,155_2.jpg,25779,5.63439,17.47013,20.6232,43.72773,1.7533019712000003e-05,0.00010508126918673515
469,155_3.jpg,124647,11.83175,28.08807,99.7176,139.63742,8.477591481600001e-05,0.00018083081419579684
470,155_4.jpg,21348,3.85664,16.09261,17.0784,37.02765,1.4519372544000002e-05,9.086736846789717e-05
471,155_5.jpg,54732,5.93056,26.49019,43.7856,76.20635,3.722476569600001e-05,0.0001470489726141095
472,155_6.jpg,222845,16.79251,36.8688,178.276,231.93731,0.00015156312416,0.0002427334698013961
473,155_7.jpg,27707,4.64717,35.20044,22.1656,62.01322,1.8844306496e-05,0.00018050553684011101
474,155_8.jpg,149007,13.38106,31.69581,119.2056,164.28247,0.00010134383289600001,0.00020406229398623108
475,155_9.jpg,44596,4.50936,15.89056,35.6768,56.07672,3.0330988288000003e-05,9.289753733724355e-05
476,156_0.jpg,2341,1.80219,11.2744,1.8728,14.94939,1.592179648e-06,5.9907409633323546e-05
477,156_1.jpg,54922,5.41562,29.82017,43.9376,79.17339,3.7353990016000006e-05,0.00015973019969426095
478,156_2.jpg,26015,5.23732,17.34783,20.812,43.39714,1.7693529920000003e-05,0.00010274155159853398
479,156_3.jpg,124742,9.29171,28.3787,99.7936,137.464,8.484052697600001e-05,0.00017069763467311857
480,156_4.jpg,9879,7.05154,40.47781,7.9032,55.43255,6.718984512000002e-06,0.00021511021603718398
481,156_5.jpg,98372,8.23213,19.02539,78.6976,105.95512,6.690555161600001e-05,0.0001237896582968533
482,156_6.jpg,205025,15.90418,29.60729,164.02,209.53147,0.00013944324320000001,0.00020602008343636988
483,156_7.jpg,28838,5.45205,45.18914,23.0704,73.71159,1.9613531264000003e-05,0.00022912842759303747
484,156_8.jpg,150953,15.67867,33.81983,120.7624,170.26091,0.00010266736198400001,0.00022398087982349095
485,156_9.jpg,53127,4.75749,18.28342,42.5016,65.54251,3.6133160256000007e-05,0.00010479471347779034
486,157_0.jpg,28028,3.69269,17.2602,22.4224,43.37529,1.9062627584e-05,9.538856491521e-05
487,157_1.jpg,10713,2.59303,27.19393,8.5704,38.35736,7.286211264000001e-06,0.00013518428372330963
488,157_2.jpg,23718,4.80072,15.78319,18.9744,39.55832,1.6131275904e-05,9.372643314190208e-05
489,157_3.jpg,129635,9.46198,34.29387,103.708,147.46385,8.816839328000001e-05,0.00019811135018654166
490,157_4.jpg,9628,2.50875,14.59076,7.7024,24.80191,6.548272384e-06,7.802986821383237e-05
491,157_5.jpg,76243,6.38098,18.80605,60.9944,86.18143,5.1854999104e-05,0.00011446252001784742
492,157_6.jpg,243432,20.41412,34.75778,194.7456,249.91749,0.00016556491929600002,0.000249538347683847
493,157_7.jpg,31017,4.78219,16.21497,24.8136,45.81076,2.1095530176000003e-05,9.558798800371586e-05
494,157_8.jpg,100202,8.11563,26.87954,80.1616,115.15677,6.815018585600001e-05,0.00015864624531082807
495,157_9.jpg,74424,7.12496,18.86662,59.5392,85.53078,5.061784627200001e-05,0.00011808688838854431
496,158_0.jpg,32382,4.71551,21.79617,25.9056,52.41728,2.2023904896000002e-05,0.00012042979869283735
497,158_1.jpg,9519,3.34193,19.784,7.6152,30.74113,6.474138432000001e-06,0.00010517769047133623
498,158_2.jpg,21153,5.45528,17.2524,16.9224,39.63008,1.4386747584000002e-05,0.00010329355165325105
499,158_3.jpg,129364,10.77023,34.49595,103.4912,148.75738,8.798407859200002e-05,0.00020491508901193737
500,158_4.jpg,9299,3.23668,17.47084,7.4392,28.14672,6.324510272000001e-06,9.428321387991308e-05
501,158_5.jpg,115313,10.1086,28.04158,92.2504,130.40058,7.842760006400001e-05,0.00017285892306417226
502,158_6.jpg,186713,15.80204,60.53484,149.3704,225.70728,0.000126988739264,0.0003448823989674449
503,158_7.jpg,64587,10.24787,60.40439,51.6696,122.32186,4.3927427136000006e-05,0.0003192743154391646
504,158_8.jpg,183406,13.4294,27.37805,146.7248,187.53225,0.000124739555968,0.00018482940581217408
505,158_9.jpg,50054,4.53159,16.82883,40.0432,61.40362,3.4043126912000006e-05,9.722441442683339e-05
506,159_0.jpg,2419,2.5691,17.5756,1.9352,22.0799,1.645229632e-06,9.174784488752484e-05
507,159_1.jpg,9901,2.99362,15.5138,7.9208,26.42822,6.7339473280000014e-06,8.437223019599914e-05
508,159_2.jpg,20753,8.47049,33.29475,16.6024,58.36763,1.4114696384000001e-05,0.00018914401339031756
509,159_3.jpg,160536,11.14039,32.45648,128.4288,172.02567,0.00010918502860800002,0.00019739517068527638
510,159_4.jpg,10326,2.61794,34.30056,8.2608,45.1793,7.023001728000001e-06,0.00016731043769977984
511,159_5.jpg,74813,10.38566,35.64693,59.8504,105.88299,5.0882416064e-05,0.00020836763387732207
512,159_6.jpg,195368,17.33003,31.41434,156.2944,205.03877,0.000132875247104,0.0002205836285214871
