Timestamp,File Name,File Size(Byte),Transmission Time (ms),Prepocess Time(ms),Inference Time(ms),Latency (ms),Idle Cost (CNY),Trigger Cost(CNY),Bandwidth(Mbps)
1685969060.875571,SEQ_01_101.jpg,2551064,2040.8512,108.96642,428.68099,2578.49861,0.0011636117201920004,0.0016702876787638291,10
1685969061.785176,SEQ_01_102.jpg,2505477,2004.3816,110.26808,404.32062,2518.9703,0.0011428182130560002,0.0015986949925856663,10
1685969062.6332002,SEQ_01_103.jpg,2547420,2037.936,106.93558,404.62498,2549.49656,0.0011619495897600004,0.0015892932417795062,10
1685969063.4871738,SEQ_01_104.jpg,2528940,2023.152,107.10246,405.25725,2535.51171,0.0011535203443200004,0.001591774433941953,10
1685969064.335552,SEQ_01_105.jpg,2556606,2045.2848,108.20279,408.31593,2561.80352,0.0011661395815680002,0.0016046873065510764,10
1685969065.194922,SEQ_01_106.jpg,2498258,1998.6064,107.16638,404.09558,2509.86836,0.0011395254250240001,0.0015883661363799125,10
1685969066.0464058,SEQ_01_107.jpg,2542981,2034.3848,109.09816,407.40238,2550.88534,0.0011599248375680003,0.0016046308855079113,10
1685969066.893677,SEQ_01_108.jpg,2522476,2017.9808,110.28196,407.94079,2536.20356,0.0011505719329280002,0.0016099780156748368,10
1685969067.733855,SEQ_01_109.jpg,2544849,2035.8792,106.90711,410.42035,2553.20666,0.0011607768846720002,0.0016071983006831258,10
1685969068.5968692,SEQ_01_110.jpg,2505761,2004.6088,106.61415,407.49511,2518.71806,0.0011429477534080003,0.0015972064273606986,10
1685969069.444587,SEQ_01_111.jpg,2544482,2035.5856,106.74809,405.66657,2548.00026,0.0011606094856960003,0.0015919450358685106,10
1685969070.294795,SEQ_01_112.jpg,2527761,2022.2088,109.13581,406.35385,2537.69845,0.0011529825694080002,0.001601492268806882,10
1685969071.150613,SEQ_01_113.jpg,2555386,2044.3088,109.92939,406.47244,2560.71063,0.0011655831054080002,0.0016043244050770998,10
1685969072.017759,SEQ_01_114.jpg,2516845,2013.476,107.85216,406.45422,2527.78238,0.0011480034761600002,0.0015978184520764275,10
1685969072.875196,SEQ_01_115.jpg,2555157,2044.1256,107.96627,409.38513,2561.47701,0.0011654786520960002,0.0016072726487394422,10
1685969073.739257,SEQ_01_116.jpg,2533307,2026.6456,107.22726,406.50087,2540.37373,0.0011555122552960003,0.0015960231013599782,10
1685969074.6002948,SEQ_01_117.jpg,2559764,2047.8112,106.96051,410.00681,2564.77853,0.001167580033792,0.0016060801600752397,10
1685969075.442892,SEQ_01_118.jpg,2516043,2012.8344,107.79387,411.20524,2531.83351,0.0011476376615040002,0.0016123884301474318,10
1685969076.299799,SEQ_01_119.jpg,2552588,2042.0704,110.87414,410.52834,2563.47288,0.0011643068592640002,0.001619850420154631,10
1685969077.169145,SEQ_01_120.jpg,2528872,2023.0976,107.06291,408.18423,2538.34474,0.001153489327616,0.0016007393291942774,10
1685969078.027457,SEQ_01_121.jpg,2562012,2049.6096,107.06795,408.41143,2565.08899,0.0011686054095360002,0.001601460397195816,10
1685969078.8904378,SEQ_01_122.jpg,2513245,2010.596,106.69908,407.07728,2524.37236,0.0011463614153600003,0.0015961728391608223,10
1685969079.7454028,SEQ_01_123.jpg,2551954,2041.5632,108.07292,406.11008,2555.74619,0.0011640176741120002,0.001597435360212624,10
1685969080.606741,SEQ_01_124.jpg,2536007,2028.8056,110.89234,407.02901,2546.72695,0.0011567438008960004,0.0016090422102630138,10
1685969081.469696,SEQ_01_125.jpg,2556085,2044.868,108.98134,411.37537,2565.22471,0.0011659019388800002,0.0016166035249881446,10
1685969082.33339,SEQ_01_126.jpg,2508563,2006.8504,108.71617,406.50942,2522.07599,0.0011442258240640002,0.0016006724211484193,10
1685969083.1916218,SEQ_01_127.jpg,2547815,2038.252,107.71056,409.82053,2555.78309,0.0011621297603200001,0.0016078305338609962,10
1685969084.0464509,SEQ_01_128.jpg,2519047,2015.2376,107.04572,408.46567,2530.74899,0.001149007870016,0.0016015597761306912,10
1685969084.911286,SEQ_01_129.jpg,2555050,2044.04,107.3468,411.30826,2562.69507,0.0011654298464000002,0.0016113202551519498,10
1685969085.772205,SEQ_01_130.jpg,2510815,2008.652,110.14803,409.97334,2528.77337,0.0011452530243200004,0.001615872826611623,10
1685969086.6209128,SEQ_01_131.jpg,2554130,2043.304,108.12208,406.23288,2557.65896,0.0011650102086400002,0.0015979692763848229,10
1685969087.4629068,SEQ_01_132.jpg,2515635,2012.508,105.74591,407.56694,2525.82085,0.0011474515612800002,0.0015947337487041949,10
1685969088.316834,SEQ_01_133.jpg,2557435,2045.948,107.34496,409.46763,2562.76058,0.0011665177116800002,0.0016055997075926512,10
1685969089.1620018,SEQ_01_134.jpg,2507010,2005.608,109.06993,408.6206,2523.29852,0.0011435174572800003,0.001608325539617054,10
1685969090.03738,SEQ_01_135.jpg,2559960,2047.968,107.53298,411.6352,2567.13619,0.0011676694348800002,0.0016129133875118567,10
1685969090.913609,SEQ_01_136.jpg,2529800,2023.84,110.1045,407.73329,2541.67779,0.0011539126144,0.0016087827735127881,10
1685969091.79343,SEQ_01_137.jpg,2560456,2048.3648,109.36506,412.81282,2570.54268,0.0011678956743680002,0.0016222578787194564,10
1685969092.662736,SEQ_01_138.jpg,2514746,2011.7968,108.54216,415.19853,2535.53749,0.001147046063488,0.001627110084817186,10
