Timestamp,File Name,File Size(Byte),Canvas Size,Batch Size,Image Number,Canvas Efficiency,transmission Time (ms),Latency(ms),Idle Cost (CNY),Trigger Cost(CNY),
1685002028,188.jpg,629332,1024x1024,2,10,0.79487,629.332,219.53392,3.21E-05,0.000836283,
1685002029,189.jpg,671852,1024x1024,3,10,0.55271,671.852,284.9772,3.42E-05,0.001085281,
1685002030,190.jpg,736959,1024x1024,3,10,0.61263,736.959,282.87268,3.75E-05,0.001077274,
1685002032,191.jpg,682700,1024x1024,3,10,0.55851,682.7,282.82905,3.48E-05,0.001077108,
1685002033,192.jpg,667900,1024x1024,2,10,0.80993,667.9,221.50612,3.40E-05,0.000843786,
1685002034,193.jpg,526281,1024x1024,2,10,0.60509,526.281,195.10698,2.68E-05,0.000743343,
1685002036,194.jpg,546749,1024x1024,2,9,0.64059,546.749,238.52491,2.78E-05,0.00090854,
1685002037,195.jpg,577235,1024x1024,3,8,0.45762,577.235,268.13817,2.94E-05,0.001021212,
1685002038,196.jpg,588063,1024x1024,2,8,0.71926,588.063,214.73622,3.00E-05,0.000818028,
1685002039,197.jpg,530375,1024x1024,2,8,0.65668,530.375,213.79781,2.70E-05,0.000814458,
1685002041,198.jpg,464899,1024x1024,2,8,0.59142,464.899,190.0208,2.39E-05,0.000723991,
1685002042,199.jpg,470086,1024x1024,2,9,0.52037,470.086,204.91385,2.40E-05,0.000780656,
1685002043,200.jpg,552648,1024x1024,2,8,0.64786,552.648,239.06612,2.82E-05,0.000910599,
1685002045,201.jpg,639139,1024x1024,3,8,0.49943,639.139,278.16415,3.26E-05,0.001059359,
1685002046,202.jpg,602757,1024x1024,3,8,0.49501,602.757,273.96297,3.07E-05,0.001043374,
1685002047,203.jpg,658443,1024x1024,3,9,0.52382,658.443,300.89092,3.36E-05,0.00114583,
1685002049,204.jpg,504221,1024x1024,2,8,0.66898,504.221,197.94679,2.57E-05,0.000754148,
1685002050,205.jpg,715315,1024x1024,3,8,0.59419,715.315,280.38192,3.64E-05,0.001067797,
1685002051,206.jpg,572668,1024x1024,3,9,0.49347,572.668,275.74706,2.92E-05,0.001050162,
1685002052,207.jpg,542522,1024x1024,2,9,0.67088,542.522,199.51892,2.77E-05,0.00076013,
1685002054,208.jpg,515659,1024x1024,2,8,0.68918,515.659,194.05484,2.63E-05,0.00073934,
1685002055,209.jpg,598282,1024x1024,3,9,0.51942,598.282,271.7371,3.05E-05,0.001034905,
1685002056,210.jpg,458935,1024x1024,2,9,0.62089,458.935,187.39676,2.34E-05,0.000714007,
1685002058,211.jpg,509705,1024x1024,2,8,0.67881,509.705,211.97391,2.60E-05,0.000807518,
1685002059,212.jpg,469875,1024x1024,3,8,0.44072,469.875,256.18887,2.40E-05,0.000975747,
1685002060,213.jpg,455080,1024x1024,2,9,0.65774,455.08,199.8179,2.32E-05,0.000761267,
1685002061,214.jpg,571734,1024x1024,3,9,0.5697,571.734,281.09407,2.92E-05,0.001070507,
1685002063,215.jpg,426791,1024x1024,2,8,0.50836,426.791,207.93176,2.18E-05,0.000792139,
1685002064,216.jpg,399050,1024x1024,2,9,0.45885,399.05,212.98099,2.04E-05,0.00081135,
1685002065,217.jpg,517724,1024x1024,2,8,0.62801,517.724,197.69597,2.63E-05,0.000753194,
1685002066,218.jpg,630404,1024x1024,3,9,0.56455,630.404,600.05713,3.21E-05,0.002284097,
1685002068,219.jpg,498175,1024x1024,3,9,0.41862,498.175,288.1248,2.54E-05,0.001097257,
1685002069,220.jpg,510692,1024x1024,3,8,0.43976,510.692,265.486,2.61E-05,0.001011121,
1685002071,221.jpg,548922,1024x1024,3,10,0.47641,548.922,271.4889,2.80E-05,0.001033961,
1685002072,222.jpg,420048,1024x1024,2,10,0.54222,420.048,208.709,2.14E-05,0.000795096,
1685002073,223.jpg,447580,1024x1024,2,10,0.56694,447.58,209.81503,2.28E-05,0.000799304,
1685002075,224.jpg,673960,1024x1024,2,11,0.84906,673.96,246.26422,3.43E-05,0.000937986,
1685002076,225.jpg,625057,1024x1024,3,11,0.53597,625.057,286.77487,3.19E-05,0.001092121,
1685002077,226.jpg,627856,1024x1024,2,9,0.80857,627.856,215.8258,3.20E-05,0.000822174,
1685002079,227.jpg,589560,1024x1024,3,11,0.49063,589.56,288.9297,3.00E-05,0.00110032,
1685002080,228.jpg,606239,1024x1024,2,11,0.73726,606.239,208.60744,3.09E-05,0.00079471,
1685002081,229.jpg,566637,1024x1024,2,11,0.68134,566.637,216.80474,2.89E-05,0.000825899,
1685002082,230.jpg,487711,1024x1024,2,11,0.56114,487.711,245.2352,2.49E-05,0.000934071,
1685002084,231.jpg,439299,1024x1024,2,10,0.52018,439.299,197.12687,2.24E-05,0.000751028,
1685002085,232.jpg,497365,1024x1024,3,10,0.40559,497.365,266.34073,2.54E-05,0.001014373,
1685002086,233.jpg,574737,1024x1024,2,10,0.69949,574.737,206.19106,2.93E-05,0.000785516,
1685002088,234.jpg,548820,1024x1024,2,10,0.7033,548.82,215.55305,2.80E-05,0.000821136,
,,,,,,,,,4.43E-03,0.149088038,0.15351590 
